DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,89.916656,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,82.537247,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,86.245087,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,1.649568,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,0.98554462,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,1.288602,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,6.4442248,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,9.2915993,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,7.8692951,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,71,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,66.900002,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,69,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,40.900002,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,29.9,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,35.5,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,17.4,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,15.5,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,16.5,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,48.900002,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,54.299999,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,51.599998,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,54.70591,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,45.86108,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,50.266861,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,48.97398,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,45.711418,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,47.402439,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,75.146141,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,70.904846,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,73.09626,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,27.60297,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,26.8309,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,27.2705,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,4.4802279,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,4.1706882,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,4.3248758,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,14.95984,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,15.16926,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,15.06072,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,44.900002,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,44.700001,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,44.799999,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,35,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,34,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,34.5,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,59.299999,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,66.199997,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,62.599998,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,43.5,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,57,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,49.200001,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,28.6,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,24.6,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,26.6,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,34.099998,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,31.1,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,32.599998,,PCNT: %,,,,,,,,DHS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,96.220612,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,98.181107,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,97.18486,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,91.166924,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,89.728172,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,90.448921,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,95.038696,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,93.065826,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,93.983742,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,78.927872,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,86.400978,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,83.012756,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,2.4302299,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,1.030418,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,1.741748,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,11.60537,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,12.96537,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,12.28407,,PCNT: %,,,,,,,,MICS 2018-19,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,32.670261,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,33.680271,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,33.165501,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,29.396191,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,35.865299,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,32.614941,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,44.622398,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,54.69294,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,49.58477,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,23.328131,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,23.559851,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,23.43825,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,31.9296,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,21.730129,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,26.92841,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,54.18528,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,37.500568,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,45.883701,,PCNT: %,,,,,,,,DHS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,83.699997,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,75.599998,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,79.400002,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,65,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,61.400002,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,63,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,79.199997,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2017,80.599998,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2017,80,,PCNT: %,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,_T: Total
